Worker 0
;21;0.000000;100.000000;54.000000
;53;154.000000;240.000000;14.000000
;52;254.000000;327.000000;61.000000
;29;388.000000;482.000000;20.000000
;22;502.000000;565.000000
;28;565.000000;602.000000;39.000000
;47;641.000000;722.000000;48.000000
;37;770.000000;849.000000
Worker 1
;8;0.000000;96.000000;58.000000
;53;154.000000;240.000000;14.000000
;52;254.000000;327.000000;61.000000
;29;388.000000;482.000000;20.000000
;22;502.000000;565.000000
;28;565.000000;602.000000;39.000000
;47;641.000000;722.000000;48.000000
;37;770.000000;849.000000
Worker 2
;3;0.000000;93.000000;61.000000
;53;154.000000;240.000000;14.000000
;52;254.000000;327.000000;61.000000
;25;388.000000;444.000000;21.000000
;46;465.000000;555.000000;10.000000
;28;565.000000;602.000000;39.000000
;47;641.000000;722.000000;48.000000
;48;770.000000;822.000000
Worker 3
;32;0.000000;91.000000
;36;91.000000;154.000000
;53;154.000000;240.000000;14.000000
;31;254.000000;303.000000
;26;303.000000;349.000000
;44;349.000000;407.000000;18.000000
;34;425.000000;465.000000
;46;465.000000;555.000000
;19;555.000000;575.000000
;30;575.000000;644.000000;29.000000
;56;673.000000;710.000000;60.000000
;48;770.000000;822.000000
Worker 4
;32;0.000000;91.000000
;36;91.000000;154.000000
;41;154.000000;233.000000
;5;233.000000;282.000000;15.000000
;17;297.000000;388.000000
;51;388.000000;426.000000;39.000000
;46;465.000000;555.000000
;19;555.000000;575.000000
;30;575.000000;644.000000;29.000000
;56;673.000000;710.000000;60.000000
;48;770.000000;822.000000
Worker 5
;32;0.000000;91.000000
;36;91.000000;154.000000
;41;154.000000;233.000000
;5;233.000000;282.000000;15.000000
;17;297.000000;388.000000
;51;388.000000;426.000000;39.000000
;35;465.000000;532.000000
;1;532.000000;555.000000
;19;555.000000;575.000000
;30;575.000000;644.000000;29.000000
;56;673.000000;710.000000
Worker 6
;38;0.000000;81.000000
;55;81.000000;148.000000;1.000000
;40;149.000000;205.000000;28.000000
;5;233.000000;282.000000;15.000000
;17;297.000000;388.000000
;51;388.000000;426.000000;39.000000
;35;465.000000;532.000000
;1;532.000000;555.000000
;15;555.000000;570.000000
;42;570.000000;641.000000
;49;641.000000;673.000000
;50;673.000000;680.000000
;6;680.000000;686.000000
;58;686.000000;771.000000
Worker 7
;38;0.000000;81.000000
;55;81.000000;148.000000;1.000000
;40;149.000000;205.000000;28.000000
;5;233.000000;282.000000
;18;282.000000;324.000000;6.000000
;27;330.000000;425.000000;40.000000
;35;465.000000;532.000000
;1;532.000000;555.000000
;15;555.000000;570.000000
;42;570.000000;641.000000
;45;641.000000;657.000000;3.000000
;39;660.000000;689.000000
;16;689.000000;770.000000
Worker 8
;7;0.000000;76.000000
;23;76.000000;149.000000
;0;149.000000;202.000000
;20;202.000000;254.000000
;31;254.000000;303.000000
;26;303.000000;349.000000
;44;349.000000;407.000000
;11;407.000000;443.000000
;4;443.000000;476.000000
;13;476.000000;502.000000
;22;502.000000;565.000000
;2;565.000000;579.000000
;54;579.000000;645.000000
;33;645.000000;660.000000
;39;660.000000;689.000000
;16;689.000000;770.000000
Worker 9
;12;0.000000;76.000000
;23;76.000000;149.000000
;0;149.000000;202.000000
;20;202.000000;254.000000
;31;254.000000;303.000000
;26;303.000000;349.000000
;44;349.000000;407.000000
;11;407.000000;443.000000
;4;443.000000;476.000000
;13;476.000000;502.000000
;43;502.000000;523.000000;9.000000
;1;532.000000;555.000000
;15;555.000000;570.000000;5.000000
;30;575.000000;644.000000;1.000000
;33;645.000000;660.000000
;39;660.000000;689.000000
Worker 10
;12;0.000000;76.000000
;23;76.000000;149.000000
;0;149.000000;202.000000
;9;202.000000;248.000000;6.000000
;31;254.000000;303.000000
;59;303.000000;332.000000;17.000000
;44;349.000000;407.000000
;11;407.000000;443.000000
;4;443.000000;476.000000
;13;476.000000;502.000000
;43;502.000000;523.000000
;57;523.000000;542.000000;23.000000
;2;565.000000;579.000000
;54;579.000000;645.000000
;33;645.000000;660.000000;13.000000
;50;673.000000;680.000000
;6;680.000000;686.000000
;58;686.000000;771.000000
Worker 11
;12;0.000000;76.000000
;10;76.000000;144.000000;5.000000
;0;149.000000;202.000000
;9;202.000000;248.000000
;14;248.000000;297.000000
;24;297.000000;330.000000;113.000000
;4;443.000000;476.000000
;13;476.000000;502.000000
;43;502.000000;523.000000;42.000000
;2;565.000000;579.000000;66.000000
;33;645.000000;660.000000;13.000000
;50;673.000000;680.000000
;6;680.000000;686.000000
Found solution;12 workers
