Worker 0
;6;0.000000;6.000000
;15;6.000000;21.000000
;1;21.000000;44.000000
;11;44.000000;80.000000
;5;80.000000;129.000000;51.000000
;45;180.000000;196.000000;16.000000
;56;212.000000;249.000000;25.000000
;22;274.000000;337.000000;62.000000
;28;399.000000;436.000000
;33;436.000000;451.000000
;39;451.000000;480.000000;54.000000
;55;534.000000;601.000000;5.000000
;59;606.000000;635.000000;10.000000
;35;645.000000;712.000000
;32;712.000000;803.000000
;43;803.000000;824.000000;52.000000
;57;876.000000;895.000000
Worker 1
;6;0.000000;6.000000
;15;6.000000;21.000000
;1;21.000000;44.000000
;11;44.000000;80.000000
;5;80.000000;129.000000;51.000000
;49;180.000000;212.000000
;56;212.000000;249.000000;25.000000
;22;274.000000;337.000000;62.000000
;28;399.000000;436.000000
;33;436.000000;451.000000
;39;451.000000;480.000000;54.000000
;55;534.000000;601.000000;4.000000
;34;605.000000;645.000000
;35;645.000000;712.000000
;32;712.000000;803.000000
;43;803.000000;824.000000
;54;824.000000;890.000000
Worker 2
;6;0.000000;6.000000
;15;6.000000;21.000000
;1;21.000000;44.000000
;11;44.000000;80.000000
;5;80.000000;129.000000;32.000000
;0;161.000000;214.000000;34.000000
;13;248.000000;274.000000
;22;274.000000;337.000000;62.000000
;28;399.000000;436.000000
;33;436.000000;451.000000
;39;451.000000;480.000000;30.000000
;16;510.000000;591.000000
;48;591.000000;643.000000;2.000000
;35;645.000000;712.000000
;32;712.000000;803.000000
;43;803.000000;824.000000
;54;824.000000;890.000000
Worker 3
;50;0.000000;7.000000
;19;7.000000;27.000000;6.000000
;4;33.000000;66.000000
;26;66.000000;112.000000
;31;112.000000;161.000000
;0;161.000000;214.000000;34.000000
;13;248.000000;274.000000
;30;274.000000;343.000000;56.000000
;51;399.000000;437.000000
;52;437.000000;510.000000
;16;510.000000;591.000000
;48;591.000000;643.000000
;53;643.000000;729.000000
;17;729.000000;820.000000
;25;820.000000;876.000000
Worker 4
;50;0.000000;7.000000
;19;7.000000;27.000000;6.000000
;4;33.000000;66.000000
;26;66.000000;112.000000
;31;112.000000;161.000000
;0;161.000000;214.000000;34.000000
;13;248.000000;274.000000
;30;274.000000;343.000000;56.000000
;51;399.000000;437.000000
;52;437.000000;510.000000
;27;510.000000;605.000000;11.000000
;37;616.000000;695.000000;5.000000
;46;700.000000;790.000000;30.000000
;29;820.000000;914.000000
Worker 5
;50;0.000000;7.000000
;19;7.000000;27.000000;6.000000
;4;33.000000;66.000000
;26;66.000000;112.000000
;31;112.000000;161.000000
;0;161.000000;214.000000;34.000000
;13;248.000000;274.000000
;30;274.000000;343.000000;56.000000
;51;399.000000;437.000000
;52;437.000000;510.000000
;8;510.000000;606.000000;10.000000
;37;616.000000;695.000000;5.000000
;46;700.000000;790.000000;30.000000
;29;820.000000;914.000000
Worker 6
;2;0.000000;14.000000;7.000000
;1;21.000000;44.000000
;20;44.000000;96.000000;16.000000
;31;112.000000;161.000000
;36;161.000000;224.000000;24.000000
;44;248.000000;306.000000
;23;306.000000;379.000000
;40;379.000000;435.000000;1.000000
;33;436.000000;451.000000;7.000000
;12;458.000000;534.000000;57.000000
;48;591.000000;643.000000
;53;643.000000;729.000000
;17;729.000000;820.000000
Worker 7
;2;0.000000;14.000000
;9;14.000000;60.000000
;14;60.000000;109.000000
;42;109.000000;180.000000;32.000000
;56;212.000000;249.000000;25.000000
;30;274.000000;343.000000;36.000000
;40;379.000000;435.000000
;38;435.000000;516.000000;18.000000
;47;534.000000;615.000000
;58;615.000000;700.000000
;46;700.000000;790.000000
Worker 8
;2;0.000000;14.000000
;9;14.000000;60.000000
;7;60.000000;136.000000;25.000000
;36;161.000000;224.000000;24.000000
;44;248.000000;306.000000
;23;306.000000;379.000000
;41;379.000000;458.000000
;12;458.000000;534.000000
;47;534.000000;615.000000
;58;615.000000;700.000000;29.000000
;17;729.000000;820.000000
Worker 9
;24;0.000000;33.000000
;4;33.000000;66.000000;14.000000
;5;80.000000;129.000000;32.000000
;36;161.000000;224.000000;24.000000
;44;248.000000;306.000000
;23;306.000000;379.000000
;41;379.000000;458.000000
;12;458.000000;534.000000
;47;534.000000;615.000000;28.000000
;53;643.000000;729.000000
Worker 10
;18;0.000000;42.000000;2.000000
;20;44.000000;96.000000;13.000000
;42;109.000000;180.000000
;10;180.000000;248.000000
;44;248.000000;306.000000
;3;306.000000;399.000000;36.000000
;38;435.000000;516.000000
;21;516.000000;616.000000;27.000000
;53;643.000000;729.000000
Found solution;11 workers
